timestamp_ns,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2454342230837,1.3407529592514038,-9.736021041870117,1.1982979774475098,0.0053236219100654125,-0.01889885775744915,0.01836649514734745
2454343467950,1.4197616577148438,-9.6989107131958,1.2186486721038818,0.010114881210029125,-0.01756795309484005,0.0220930315554142
2454344705075,1.357512354850769,-9.707290649414062,1.212663173675537,0.00692070834338665,-0.01597086526453495,0.01943122036755085
2454345942200,1.3706804513931274,-9.728838920593262,1.2270283699035645,0.0066545275039970875,-0.01703559048473835,0.01943122036755085
2454347179300,1.3934253454208374,-9.738415718078613,1.2210428714752197,0.0066545275039970875,-0.01836649514734745,0.0215606689453125
2454348416437,1.4089877605438232,-9.737218856811523,1.1623849868774414,0.0053236219100654125,-0.02502102218568325,0.0173017717897892
2454349653537,1.4101848602294922,-9.712079048156738,1.1971008777618408,0.010913425125181675,-0.0220930315554142,0.02182685025036335
2454350890662,1.3922282457351685,-9.714473724365234,1.1408370733261108,0.010114881210029125,-0.0162370465695858,0.02182685025036335
2454352127775,1.3862427473068237,-9.762357711791992,1.1791443824768066,0.006122165359556675,-0.0173017717897892,0.02129448764026165
2454353364912,1.381454348564148,-9.683348655700684,1.1875240802764893,0.008783976547420025,-0.02182685025036335,0.01943122036755085
2454354602000,1.3646949529647827,-9.727641105651855,1.1899182796478271,0.010913425125181675,-0.02369011752307415,0.0186326764523983
2454355839137,1.3850456476211548,-9.747992515563965,1.2282254695892334,0.0063883461989462376,-0.02315775491297245,0.01756795309484005
2454357076262,1.3611036539077759,-9.774328231811523,1.2042834758758545,0.0042588976211845875,-0.023956298828125,0.01783413253724575
2454358313387,1.3419500589370728,-9.750386238098145,1.2401964664459229,0.0053236219100654125,-0.0191650390625,0.01943122036755085
2454359550500,1.3682862520217896,-9.718064308166504,1.2090718746185303,0.0053236219100654125,-0.0196974016726017,0.01943122036755085
2454360787612,1.3623007535934448,-9.758766174316406,1.1971008777618408,0.00692070834338665,-0.01836649514734745,0.01889885775744915
2454362024725,1.4089877605438232,-9.75158405303955,1.1623849868774414,0.0071868896484375,-0.023956298828125,0.0244886614382267
2454363261850,1.3227964639663696,-9.701305389404297,1.1899182796478271,0.008517795242369175,-0.0282151959836483,0.0196974016726017
2454364498975,1.358709454536438,-9.736021041870117,1.1851298809051514,0.004791259765625,-0.02182685025036335,0.0223592109978199
2454365736087,1.3682862520217896,-9.728838920593262,1.193509578704834,0.00452507846057415,-0.0162370465695858,0.01836649514734745
2454366973200,1.357512354850769,-9.761160850524902,1.1899182796478271,0.0077192517928779125,-0.02182685025036335,0.0157046839594841
2454368210325,1.3299790620803833,-9.75517463684082,1.1204863786697388,0.010647243820130825,-0.02129448764026165,0.01756795309484005
2454369447450,1.3060370683670044,-9.739612579345703,1.194706678390503,0.012510511092841625,-0.023956298828125,0.014906140975654125
2454370684562,1.359906554222107,-9.734824180603027,1.1623849868774414,0.00984870083630085,-0.02502102218568325,0.014373779296875
2454371921687,1.3323732614517212,-9.750386238098145,1.2006921768188477,0.005589802749454975,-0.0268842913210392,0.01117960549890995
2454373158800,1.382651448249817,-9.715670585632324,1.2102689743041992,0.008783976547420025,-0.02422248013317585,0.012510511092841625
2454374395937,1.3898340463638306,-9.740809440612793,1.2078747749328613,0.007985432632267475,-0.02129448764026165,0.0173017717897892
2454375633037,1.3922282457351685,-9.783905029296875,1.2078747749328613,0.0066545275039970875,-0.02422248013317585,0.015438503585755825
2454376870150,1.3215993642807007,-9.759963035583496,1.1959037780761719,0.0077192517928779125,-0.0282151959836483,0.0162370465695858
2454378107275,1.3623007535934448,-9.746795654296875,1.1791443824768066,0.0023956298828125,-0.0247548408806324,0.014906140975654125
2454379344387,1.3455413579940796,-9.771934509277344,1.2294225692749023,-0.0005323622026480734,-0.0223592109978199,0.01410759799182415
2454380581512,1.3634978532791138,-9.770737648010254,1.2102689743041992,0.0002661811013240367,-0.0244886614382267,0.0114457868039608
2454381818612,1.3491326570510864,-9.765949249267578,1.1994950771331787,0.0037265352439135313,-0.0223592109978199,0.0138414166867733
2454383055750,1.3467384576797485,-9.739612579345703,1.2246341705322266,0.0039927163161337376,-0.0247548408806324,0.01171196810901165
2454384292850,1.3658920526504517,-9.773131370544434,1.1540051698684692,0.0071868896484375,-0.0271504707634449,0.00931633822619915
2454385529975,1.3778630495071411,-9.737218856811523,1.2258312702178955,0.008517795242369175,-0.023956298828125,0.0119781494140625
2454386767100,1.357512354850769,-9.744400978088379,1.2006921768188477,0.0026618109550327063,-0.023956298828125,0.015438503585755825
2454388004212,1.3467384576797485,-9.771934509277344,1.1791443824768066,0.0039927163161337376,-0.01783413253724575,0.0157046839594841
2454389241337,1.3263877630233765,-9.767146110534668,1.192312479019165,0.010913425125181675,-0.0268842913210392,0.0138414166867733
2454390478450,1.3275848627090454,-9.713275909423828,1.2030863761901855,0.0090501569211483,-0.02369011752307415,0.01171196810901165
2454391715575,1.3479355573654175,-9.6989107131958,1.1803414821624756,0.0026618109550327063,-0.02262539230287075,0.010647243820130825
2454392952687,1.358709454536438,-9.728838920593262,1.194706678390503,0.0015970865497365594,-0.02369011752307415,0.0157046839594841
2454394189812,1.3766659498214722,-9.716867446899414,1.194706678390503,0.003460354171693325,-0.0234239362180233,0.01463996060192585
2454395426925,1.3766659498214722,-9.702502250671387,1.193509578704834,0.0023956298828125,-0.0223592109978199,0.0162370465695858
2454396664025,1.357512354850769,-9.736021041870117,1.1623849868774414,0.007985432632267475,-0.02369011752307415,0.015172322280704975
2454397901175,1.3431471586227417,-9.710882186889648,1.2102689743041992,0.008783976547420025,-0.02262539230287075,0.013042873702943325
2454399138287,1.338358759880066,-9.692925453186035,1.1971008777618408,0.0053236219100654125,-0.02502102218568325,0.0181003138422966
2454400375400,1.3503297567367554,-9.690531730651855,1.1899182796478271,0.0071868896484375,-0.0258195661008358,0.0071868896484375
2454401612525,1.3407529592514038,-9.667786598205566,1.2797008752822876,0.01171196810901165,-0.0271504707634449,0.008517795242369175
2454402849637,1.3311761617660522,-9.715670585632324,1.1875240802764893,0.010647243820130825,-0.0271504707634449,0.01171196810901165
2454404086750,1.3910311460494995,-9.739612579345703,1.194706678390503,0.00452507846057415,-0.0247548408806324,0.015438503585755825
2454405323875,1.3287819623947144,-9.692925453186035,1.2222399711608887,0.0037265352439135313,-0.0210283063352108,0.0157046839594841
2454406561012,1.3251906633377075,-9.724050521850586,1.2437877655029297,0.010114881210029125,-0.02262539230287075,0.010381062515079975
2454407798112,1.3299790620803833,-9.701305389404297,1.2473790645599365,0.008517795242369175,-0.02502102218568325,0.01357523538172245
2454409035237,1.3335703611373901,-9.700108528137207,1.217451572418213,0.008783976547420025,-0.0186326764523983,0.012510511092841625
2454410272350,1.3682862520217896,-9.714473724365234,1.1647791862487793,0.0090501569211483,-0.0186326764523983,0.01117960549890995
2454411509450,1.3479355573654175,-9.709685325622559,1.1815385818481445,0.01357523538172245,-0.0196974016726017,0.0090501569211483
2454412746587,1.3096283674240112,-9.724050521850586,1.1982979774475098,0.008783976547420025,-0.0220930315554142,0.007453070487827063
2454413983712,1.3670891523361206,-9.697713851928711,1.2258312702178955,0.010647243820130825,-0.0223592109978199,0.010647243820130825
2454415220812,1.3527239561080933,-9.697713851928711,1.2318167686462402,0.007453070487827063,-0.0244886614382267,0.010913425125181675
2454416457950,1.3263877630233765,-9.72285270690918,1.216254472732544,0.013042873702943325,-0.0258195661008358,0.012776692397892475
2454417695062,1.314416766166687,-9.724050521850586,1.237802267074585,0.012776692397892475,-0.0210283063352108,0.01224433071911335
2454418932175,1.3287819623947144,-9.68694019317627,1.2437877655029297,0.00931633822619915,-0.0223592109978199,0.014373779296875
2454420169300,1.3407529592514038,-9.682151794433594,1.2497732639312744,0.010647243820130825,-0.02502102218568325,0.01224433071911335
2454421406412,1.358709454536438,-9.670180320739746,1.194706678390503,0.012776692397892475,-0.0223592109978199,0.01117960549890995
2454422643537,1.3503297567367554,-9.684545516967773,1.2449848651885986,0.01357523538172245,-0.0186326764523983,0.0053236219100654125
